Year,Season,Date,Time,At,Opponent,Location,Score
1913,1912-13 Men's Basketball,01/25/1913,TBD,Home,Nebraska,University Armory,W 20-11
1913,1912-13 Men's Basketball,02/22/1913,TBD,Home,Illinois,University Armory,L 10-20
1913,1912-13 Men's Basketball,03/01/1913,TBD,Home,Chicago,University Armory,L 16-20
1913,1912-13 Men's Basketball,03/03/1913,TBD,Home,Purdue,University Armory,L 8-23
1913,1912-13 Men's Basketball,03/07/1913,TBD,Home,Iowa,University Armory,L 9-12
1912,1911-12 Men's Basketball,01/12/1912,TBD,Home,Illinois,University Armory,W 22-16
1912,1911-12 Men's Basketball,01/26/1912,TBD,Home,Nebraska,University Armory,W 40-15
1912,1911-12 Men's Basketball,02/17/1912,TBD,Home,Indiana,University Armory,W 34-7
1912,1911-12 Men's Basketball,02/22/1912,TBD,Home,Chicago,University Armory,W 23-13
1912,1911-12 Men's Basketball,02/24/1912,TBD,Home,Purdue,University Armory,L 12-24
1912,1911-12 Men's Basketball,03/01/1912,TBD,Home,Iowa,University Armory,W 29-10
1912,1911-12 Men's Basketball,03/09/1912,TBD,Home,Wisconsin,University Armory,L 26-29
1912,1911-12 Men's Basketball,03/15/1912,TBD,Home,Chicago,University Armory,L 13-27
1911,1910-11 Men's Basketball,01/20/1911,TBD,Home,Illinois,University Armory,L 18-19
1911,1910-11 Men's Basketball,01/27/1911,TBD,Home,Nebraska,University Armory,W 25-10
1911,1910-11 Men's Basketball,01/28/1911,TBD,Home,Nebraska,University Armory,W 40-15
1911,1910-11 Men's Basketball,02/04/1911,TBD,Home,Wisconsin,University Armory,W 17-16
1911,1910-11 Men's Basketball,02/10/1911,TBD,Home,Iowa,University Armory,W 37-7
1911,1910-11 Men's Basketball,02/25/1911,TBD,Home,Purdue,University Armory,W 23-14
1911,1910-11 Men's Basketball,03/11/1911,TBD,Home,Chicago,University Armory,W 23-16
1910,1909-10 Men's Basketball,01/08/1910,TBD,Home,Wisconsin-Stout,University Armory,W 38-6
1910,1909-10 Men's Basketball,01/15/1910,TBD,Home,Purdue,University Armory,W 18-10
1910,1909-10 Men's Basketball,01/21/1910,TBD,Home,Iowa,University Armory,W 20-9
1910,1909-10 Men's Basketball,02/12/1910,TBD,Home,Chicago,University Armory,W 15-10
1910,1909-10 Men's Basketball,02/18/1910,TBD,Home,Nebraska,University Armory,W 33-14
1910,1909-10 Men's Basketball,02/19/1910,TBD,Home,Nebraska,University Armory,W 27-9
1910,1909-10 Men's Basketball,02/25/1910,TBD,Home,Wisconsin,University Armory,W 16-9
1910,1909-10 Men's Basketball,03/03/1910,TBD,Home,Northwestern,University Armory,W 31-18
1909,1908-09 Men's Basketball,01/16/1909,TBD,Home,Ripon,University Armory,W 41-7
1909,1908-09 Men's Basketball,01/22/1909,TBD,Home,Illinois,University Armory,W 18-17
1909,1908-09 Men's Basketball,01/30/1909,TBD,Home,Wisconsin,University Armory,L 13-16
1909,1908-09 Men's Basketball,02/05/1909,TBD,Home,Nebraska,University Armory,W 24-17
1909,1908-09 Men's Basketball,02/06/1909,TBD,Home,Nebraska,University Armory,W 39-21
1909,1908-09 Men's Basketball,02/27/1909,TBD,Home,Iowa,University Armory,W 23-18
1909,1908-09 Men's Basketball,03/13/1909,TBD,Home,Chicago,University Armory,L 15-20
1907,1907-08 Men's Basketball,12/14/1907,TBD,Home,Wisconsin-Stout,University Armory,W 40-12
1907,1907-08 Men's Basketball,12/17/1907,TBD,Home,Augsburg,University Armory,W 47-2
1907,1907-08 Men's Basketball,12/20/1907,TBD,Home,St. John's (Minn.),University Armory,W 52-15
1908,1907-08 Men's Basketball,01/02/1908,TBD,Home,Columbia,University Armory,W 9-8
1908,1907-08 Men's Basketball,01/03/1908,TBD,Home,Columbia,University Armory,W 16-11
1908,1907-08 Men's Basketball,01/11/1908,TBD,Home,Iowa,University Armory,W 32-12
1908,1907-08 Men's Basketball,01/17/1908,TBD,Home,St. Thomas,University Armory,W 33-12
1908,1907-08 Men's Basketball,02/15/1908,TBD,Home,Illinois,University Armory,L 15-16
1908,1907-08 Men's Basketball,02/22/1908,TBD,Home,Chicago,University Armory,L 23-26
1908,1907-08 Men's Basketball,02/28/1908,TBD,Home,Nebraska,University Armory,W 43-12
1908,1907-08 Men's Basketball,02/29/1908,TBD,Home,Nebraska,University Armory,W 32-10
1908,1907-08 Men's Basketball,03/07/1908,TBD,Home,Wisconsin,University Armory,L 14-34
1907,1906-07 Men's Basketball,01/12/1907,TBD,Home,Wisconsin,TBD,W 18-11
1907,1906-07 Men's Basketball,01/31/1907,TBD,Home,Illinois,TBD,W 42-3
1907,1906-07 Men's Basketball,02/08/1907,TBD,Home,St. Thomas,TBD,W 44-6
1907,1906-07 Men's Basketball,02/12/1907,TBD,Home,All-Stars,TBD,W 25-12
1907,1906-07 Men's Basketball,02/15/1907,TBD,Home,Nebraska,TBD,W 20-19
1907,1906-07 Men's Basketball,02/16/1907,TBD,Home,Nebraska,TBD,W 20-18
1907,1906-07 Men's Basketball,03/02/1907,TBD,Home,Chicago,TBD,L 24-27
1907,1906-07 Men's Basketball,03/08/1907,TBD,Home,Wisconsin-Stout,TBD,W 47-28
1907,1906-07 Men's Basketball,03/09/1907,TBD,Home,Wisconsin,TBD,L 20-31
1907,1906-07 Men's Basketball,03/16/1907,TBD,Home,Chicago,TBD,W 21-10
1905,1905-06 Men's Basketball,12/20/1905,TBD,Home,Central High,University Armory,W 27-11
1906,1905-06 Men's Basketball,01/12/1906,TBD,Home,Macalester,University Armory,W 49-9
1906,1905-06 Men's Basketball,01/17/1906,TBD,Home,Holcomb,University Armory,W 47-12
1906,1905-06 Men's Basketball,01/24/1906,TBD,Home,Holcomb,University Armory,W 47-13
1906,1905-06 Men's Basketball,01/26/1906,TBD,Home,Faculty,University Armory,W 27-11
1906,1905-06 Men's Basketball,02/07/1906,TBD,Home,Illinois,University Armory,W 31-19
1906,1905-06 Men's Basketball,02/16/1906,TBD,Home,Fargo Aggies,University Armory,W 26-15
1906,1905-06 Men's Basketball,03/10/1906,TBD,Home,Chicago,University Armory,W 20-17
1906,1905-06 Men's Basketball,03/17/1906,TBD,Home,Wisconsin,University Armory,W 16-10
1906,1905-06 Men's Basketball,03/24/1906,TBD,Home,Nebraska,University Armory,W 25-16
1904,1904-05 Men's Basketball,12/10/1904,TBD,Home,Alumni,University Armory,W 36-18
1905,1904-05 Men's Basketball,01/11/1905,TBD,Home,Holcomb,University Armory,W 61-10
1905,1904-05 Men's Basketball,01/13/1905,TBD,Home,Iowa,University Armory,W 49-17
1905,1904-05 Men's Basketball,01/20/1905,TBD,Home,Nebraska,University Armory,L 21-22
1905,1904-05 Men's Basketball,01/21/1905,TBD,Home,Nebraska,University Armory,L 25-28
1905,1904-05 Men's Basketball,03/04/1905,TBD,Home,Chicago,University Armory,W 33-22
1904,1903-04 Men's Basketball,02/01/1904,TBD,Home,Williams,University Armory,W 10-6
1904,1903-04 Men's Basketball,02/18/1904,TBD,Home,Nebraska,University Armory,W 42-21
1904,1903-04 Men's Basketball,02/26/1904,TBD,Home,North Dakota Aggies,University Armory,W 33-15
1904,1903-04 Men's Basketball,03/12/1904,TBD,Home,West Side YMCA,University Armory,W 23-13
1903,1902-03 Men's Basketball,01/15/1903,TBD,Home,Central HS,University Armory,W 42-6
1903,1902-03 Men's Basketball,01/22/1903,TBD,Home,Grinnell,University Armory,W 39-2
1903,1902-03 Men's Basketball,02/13/1903,TBD,Home,Fargo College,University Armory,W 60-6
1903,1902-03 Men's Basketball,02/14/1903,TBD,Home,Fargo College,University Armory,W 46-7
1903,1902-03 Men's Basketball,02/21/1903,TBD,Home,Wisconsin,University Armory,W 38-11
1903,1902-03 Men's Basketball,03/07/1903,TBD,Home,Nebraska,University Armory,W 41-14
1903,1902-03 Men's Basketball,01/09/1903,TBD,Home,Faculty,University Armory,W 42-4
1901,1901-02 Men's Basketball,11/30/1901,TBD,Home,Alumni,University Armory,W 44-11
1901,1901-02 Men's Basketball,12/07/1901,TBD,Home,Sophomores,University Armory,W 13-8
1901,1901-02 Men's Basketball,12/07/1901,TBD,Home,Seniors,University Armory,W 18-1
1901,1901-02 Men's Basketball,12/14/1901,TBD,Home,South HS,University Armory,W 2-0
1902,1901-02 Men's Basketball,01/02/1902,TBD,Home,Yale,University Armory,W 32-23
1902,1901-02 Men's Basketball,01/11/1902,TBD,Home,East HS,University Armory,W 44-4
1902,1901-02 Men's Basketball,01/18/1902,TBD,Home,Central HS,University Armory,W 22-5
1902,1901-02 Men's Basketball,01/24/1902,TBD,Home,North Dakota Aggies,University Armory,W 47-7
1902,1901-02 Men's Basketball,01/25/1902,TBD,Home,Fargo HS,University Armory,W 50-4
1902,1901-02 Men's Basketball,01/25/1902,TBD,Home,Fargo College,University Armory,W 56-24
1902,1901-02 Men's Basketball,02/01/1902,TBD,Home,Fond du Lac - Co. E,University Armory,W 22-16
1902,1901-02 Men's Basketball,02/08/1902,TBD,Home,North Dakota Aggies,University Armory,W 60-9
1902,1901-02 Men's Basketball,02/15/1902,TBD,Home,Nebraska,University Armory,W 52-9
1902,1901-02 Men's Basketball,02/22/1902,TBD,Home,Wisconsin,University Armory,W 30-10
1902,1901-02 Men's Basketball,03/01/1902,TBD,Home,Iowa,University Armory,W 49-10
1900,1900-01 Men's Basketball,12/08/1900,TBD,Home,Alumni,University Armory,W 31-2
1900,1900-01 Men's Basketball,12/15/1900,TBD,Home,Carleton,University Armory,W 12-3
1901,1900-01 Men's Basketball,01/13/1901,TBD,Home,Central HS,University Armory,W 27-4
1901,1900-01 Men's Basketball,01/27/1901,TBD,Home,U of M Ag School,University Armory,W 17-4
1901,1900-01 Men's Basketball,01/30/1901,TBD,Home,St. Paul YMCA,University Armory,W 37-19
1901,1900-01 Men's Basketball,02/09/1901,TBD,Home,Iowa,University Armory,W 38-5
1901,1900-01 Men's Basketball,02/14/1901,TBD,Home,Fargo YMCA,University Armory,W 38-7
1901,1900-01 Men's Basketball,02/15/1901,TBD,Home,Fargo College,University Armory,W 26-5
1901,1900-01 Men's Basketball,02/16/1901,TBD,Home,North Dakota Aggies,University Armory,W 24-5
1901,1900-01 Men's Basketball,02/23/1901,TBD,Home,Wisconsin,University Armory,W 42-15
1900,1899-00 Men's Basketball,01/13/1900,TBD,Home,Central HS,University Armory,W 14-8
1900,1899-00 Men's Basketball,01/20/1900,TBD,Home,Fargo YMCA,University Armory,W 27-3
1900,1899-00 Men's Basketball,02/03/1900,TBD,Home,Iowa,University Armory,W 30-4
1900,1899-00 Men's Basketball,02/10/1900,TBD,Home,St. Cloud Normal,University Armory,W 32-2
1900,1899-00 Men's Basketball,02/17/1900,TBD,Home,Wisconsin,University Armory,W 18-15
1900,1899-00 Men's Basketball,03/02/1900,TBD,Home,Central HS,University Armory,W 8-7
1900,1899-00 Men's Basketball,03/16/1900,TBD,Home,Superior Normal,University Armory,W 27-7
1900,1899-00 Men's Basketball,03/17/1900,TBD,Home,Superior Normal,University Armory,W 13-9
1900,1899-00 Men's Basketball,03/24/1900,TBD,Home,Faculty,University Armory,W 26-22
1899,1898-99 Men's Basketball,01/31/1899,TBD,Home,St. Paul YMCA,University Armory,W 28-5
1899,1898-99 Men's Basketball,02/23/1899,TBD,Home,Macalester,University Armory,L 8-9
1899,1898-99 Men's Basketball,03/04/1899,TBD,Home,U of M Ag. School,University Armory,L 7-10
1899,1898-99 Men's Basketball,03/07/1899,TBD,Home,St. Paul YMCA,University Armory,W 23-9
1899,1898-99 Men's Basketball,03/11/1899,TBD,Home,U of M Ag. School,University Armory,W 20-9
1899,1898-99 Men's Basketball,03/17/1899,TBD,Home,Minneapolis YMCA,University Armory,W 2-0
1899,1898-99 Men's Basketball,04/01/1899,TBD,Home,Faculty,University Armory,W 26-6
1898,1897-98 Men's Basketball,01/15/1898,TBD,Home,Macalester,University Armory,W 12-2
1898,1897-98 Men's Basketball,01/24/1898,TBD,Home,Minneapolis YMCA,"Minneapolis, MN",L 2-9
1898,1897-98 Men's Basketball,01/29/1898,TBD,Home,Macalester,University Armory,L 5-13
1898,1897-98 Men's Basketball,02/02/1898,TBD,Home,Minneapolis YMCA,University Armory,L 13-14
1898,1897-98 Men's Basketball,02/03/1898,TBD,Home,Faculty,University Armory,W 14-6
1898,1897-98 Men's Basketball,02/03/1898,TBD,Home,U of M Ag. School,"Minneapolis, MN",L 3-22
1897,1896-97 Men's Basketball,03/06/1897,TBD,Home,YMCA Triangles,University Armory,L 6-18
1897,1896-97 Men's Basketball,03/10/1897,TBD,Home,U of M Ag. School,University Armory,L 3-19
1897,1896-97 Men's Basketball,03/13/1897,TBD,Home,YMCA Triangles,University Armory,W 11-5
1897,1896-97 Men's Basketball,03/17/1897,TBD,Home,YMCA Alphas,University Armory,L 6-23
1897,1896-97 Men's Basketball,03/23/1897,TBD,Home,YMCA Goalites,University Armory,W 11-7
1897,1896-97 Men's Basketball,03/27/1897,TBD,Home,YMCA Picked Team,University Armory,T 5-5
1897,1896-97 Men's Basketball,04/03/1897,TBD,Home,YMCA Alphas,University Armory,L 6-13
1897,1896-97 Men's Basketball,04/17/1897,TBD,Home,Macalester,University Armory,W 11-9
1897,1896-97 Men's Basketball,04/24/1897,TBD,Home,YMCA Basketites,University Armory,L 5-15
1896,1895-96 Men's Basketball,01/13/1896,TBD,Home,Company A,University Armory,W 5-4
1896,1895-96 Men's Basketball,01/18/1896,TBD,Home,Minneapolis YMCA,University Armory,L 3-4
1896,1895-96 Men's Basketball,01/23/1896,TBD,Home,U of M Ag. School,University Armory,L 3-5
1896,1895-96 Men's Basketball,01/27/1896,TBD,Home,Macalester,University Armory,W 0-0
1896,1895-96 Men's Basketball,02/07/1896,TBD,Home,Minneapolis YMCA,University Armory,L 0-0
1896,1895-96 Men's Basketball,02/10/1896,TBD,Home,U of M Ag. School,University Armory,L 1-3
1896,1895-96 Men's Basketball,02/17/1896,TBD,Home,Macalester,University Armory,W 0-0
1896,1895-96 Men's Basketball,02/26/1896,TBD,Home,Company A,University Armory,L 0-0
1992,1992 Volleyball,09/14/1992,TBD,Home,Kentucky,Williams Arena,L 0-3
1992,1992 Volleyball,09/18/1992,TBD,Home,North Carolina,Williams Arena,W 3-1
1992,1992 Volleyball,09/19/1992,TBD,Home,SW Missouri State,Williams Arena,W 3-2
1992,1992 Volleyball,09/19/1992,TBD,Home,Houston,Williams Arena,L 1-3
1992,1992 Volleyball,09/23/1992,TBD,Home,Iowa,Williams Arena,W 3-0
1992,1992 Volleyball,10/09/1992,TBD,Home,Purdue,Williams Arena,L 0-3
1992,1992 Volleyball,10/10/1992,TBD,Home,Indiana,Williams Arena,W 3-1
1992,1992 Volleyball,10/23/1992,TBD,Home,Penn State,Williams Arena,L 0-3
1992,1992 Volleyball,10/24/1992,TBD,Home,Ohio State,Williams Arena,W 3-0
1992,1992 Volleyball,10/30/1992,TBD,Home,Illinois,Williams Arena,L 0-3
1992,1992 Volleyball,10/31/1992,TBD,Home,Northwestern,Williams Arena,W 3-0
1992,1992 Volleyball,11/13/1992,TBD,Home,Michigan,Williams Arena,L 2-3
1992,1992 Volleyball,11/14/1992,TBD,Home,Michigan State,Williams Arena,W 3-0
1992,1992 Volleyball,11/28/1992,TBD,Home,Wisconsin,Williams Arena,W 3-1
1991,1991 Volleyball,09/20/1991,TBD,Home,DePaul,Williams Arena,L 0-3
1991,1991 Volleyball,09/21/1991,TBD,Home,SW Missouri State,Williams Arena,W 3-0
1991,1991 Volleyball,09/27/1991,TBD,Home,Michigan State,Williams Arena,W 3-0
1991,1991 Volleyball,09/29/1991,TBD,Home,Michigan,Williams Arena,W 3-0
1991,1991 Volleyball,10/11/1991,TBD,Home,Illinois,Williams Arena,L 2-3
1991,1991 Volleyball,10/12/1991,TBD,Home,Purdue,Williams Arena,W 3-0
1991,1991 Volleyball,10/19/1991,TBD,Home,Penn State,Williams Arena,W 3-1
1991,1991 Volleyball,11/01/1991,TBD,Home,Northwestern,Williams Arena,W 3-1
1991,1991 Volleyball,11/02/1991,TBD,Home,Wisconsin,Williams Arena,W 3-1
1991,1991 Volleyball,11/13/1991,TBD,Home,Iowa,Williams Arena,W 3-0
1991,1991 Volleyball,11/15/1991,TBD,Home,Penn State,Williams Arena,L 2-3
1991,1991 Volleyball,11/22/1991,TBD,Home,Ohio State,Williams Arena,L 0-3
1990,1990 Volleyball,09/12/1990,TBD,Home,Drake,Williams Arena,W 3-2
1990,1990 Volleyball,09/14/1990,TBD,Home,Oklahoma,Williams Arena,W 3-2
1990,1990 Volleyball,09/15/1990,TBD,Home,Pittsburgh,Williams Arena,L 0-3
1990,1990 Volleyball,09/28/1990,TBD,Home,Purdue,Williams Arena,L 0-3
1990,1990 Volleyball,09/29/1990,TBD,Home,Illinois,Williams Arena,L 0-3
1990,1990 Volleyball,10/03/1990,TBD,Home,Iowa,Williams Arena,L 2-3
1990,1990 Volleyball,10/08/1990,TBD,Home,Northern Iowa,Williams Arena,L 0-3
1990,1990 Volleyball,10/17/1990,TBD,Home,Iowa State,Williams Arena,L 2-3
1990,1990 Volleyball,10/19/1990,TBD,Home,Wisconsin,Williams Arena,L 1-3
1990,1990 Volleyball,10/20/1990,TBD,Home,Northwestern,Williams Arena,L 1-3
1990,1990 Volleyball,10/21/1990,TBD,Home,Notre Dame,Williams Arena,L 1-3
1990,1990 Volleyball,11/09/1990,TBD,Home,Michigan,Williams Arena,W 3-1
1990,1990 Volleyball,11/10/1990,TBD,Home,Michigan State,Williams Arena,L 0-3
1990,1990 Volleyball,11/23/1990,TBD,Home,Indiana,Williams Arena,L 0-3
1990,1990 Volleyball,11/24/1990,TBD,Home,Ohio State,Williams Arena,L 2-3
1989,1989 Volleyball,09/15/1989,TBD,Home,Nebraska,Williams Arena,L 1-3
1989,1989 Volleyball,09/16/1989,TBD,Home,Hofstra,Williams Arena,W 3-1
1989,1989 Volleyball,09/17/1989,TBD,Home,Hofstra,Williams Arena,W 3-1
1989,1989 Volleyball,09/29/1989,TBD,Home,Michigan State,Williams Arena,W 3-0
1989,1989 Volleyball,10/01/1989,TBD,Home,Michigan,Williams Arena,W 3-1
1989,1989 Volleyball,10/20/1989,TBD,Home,Northwestern,Williams Arena,W 3-1
1989,1989 Volleyball,10/21/1989,TBD,Home,Wisconsin,Williams Arena,W 3-1
1989,1989 Volleyball,11/01/1989,TBD,Home,Iowa,Williams Arena,L 2-3
1989,1989 Volleyball,11/10/1989,TBD,Home,Indiana,Williams Arena,W 3-2
1989,1989 Volleyball,11/11/1989,TBD,Home,Ohio State,Williams Arena,L 1-3
1989,1989 Volleyball,11/22/1989,TBD,Home,Illinois,Williams Arena,W 3-1
1989,1989 Volleyball,11/24/1989,TBD,Home,Purdue,Williams Arena,W 3-1
1989,1989 Volleyball,12/02/1989,TBD,Home,Colorado,Williams Arena,W 3-0
1988,1988 Volleyball,09/16/1988,TBD,Home,Iowa State,Williams Arena,W 3-0
1988,1988 Volleyball,09/17/1988,TBD,Home,Oklahoma,Williams Arena,L 1-3
1988,1988 Volleyball,09/30/1988,TBD,Home,Northwestern,Williams Arena,L 2-3
1988,1988 Volleyball,10/01/1988,TBD,Home,Wisconsin,Williams Arena,W 3-0
1988,1988 Volleyball,10/05/1988,TBD,Home,Northern Iowa,"Cedar Falls, IA",W 3-0
1988,1988 Volleyball,10/14/1988,TBD,Home,Michigan State,Williams Arena,W 3-1
1988,1988 Volleyball,10/15/1988,TBD,Home,Michigan,Williams Arena,W 3-1
1988,1988 Volleyball,10/19/1988,TBD,Home,Iowa,Williams Arena,W 3-1
1988,1988 Volleyball,10/21/1988,TBD,Home,Notre Dame,Williams Arena,W 3-0
1988,1988 Volleyball,11/04/1988,TBD,Home,Indiana,Williams Arena,L 0-3
1988,1988 Volleyball,11/05/1988,TBD,Home,Ohio State,Williams Arena,W 3-2
1988,1988 Volleyball,11/25/1988,TBD,Home,Illinois,Williams Arena,L 1-3
1988,1988 Volleyball,11/26/1988,TBD,Home,Purdue,Williams Arena,W 3-2
1987,1987 Volleyball,09/25/1987,TBD,Home,Northwestern,Williams Arena,L 2-3
1987,1987 Volleyball,09/27/1987,TBD,Home,Wisconsin,Williams Arena,W 3-0
1987,1987 Volleyball,10/16/1987,TBD,Home,Purdue,Williams Arena,W 3-2
1987,1987 Volleyball,10/18/1987,TBD,Home,Illinois,Williams Arena,L 1-3
1987,1987 Volleyball,10/28/1987,TBD,Home,Iowa,Williams Arena,W 3-2
1987,1987 Volleyball,10/31/1987,TBD,Home,Northern Illinois,Williams Arena,W 3-1
1987,1987 Volleyball,11/06/1987,TBD,Home,Michigan,Williams Arena,W 3-1
1987,1987 Volleyball,11/07/1987,TBD,Home,Michigan State,Williams Arena,W 3-2
1987,1987 Volleyball,11/20/1987,TBD,Home,Indiana,Williams Arena,W 3-1
1987,1987 Volleyball,11/21/1987,TBD,Home,Ohio State,Williams Arena,W 3-1
1986,1986 Volleyball,09/24/1986,TBD,Home,Iowa,Williams Arena,L 1-3
1986,1986 Volleyball,09/28/1986,TBD,Home,Iowa State,Williams Arena,W 3-0
1986,1986 Volleyball,10/10/1986,TBD,Home,Illinois,Williams Arena,L 1-3
1986,1986 Volleyball,10/11/1986,TBD,Home,Purdue,Williams Arena,W 3-2
1986,1986 Volleyball,10/15/1986,TBD,Home,NDSU,Williams Arena,W 3-0
1986,1986 Volleyball,10/24/1986,TBD,Home,Ohio State,Williams Arena,L 1-3
1986,1986 Volleyball,10/25/1986,TBD,Home,Indiana,Williams Arena,W 3-0
1986,1986 Volleyball,10/31/1986,TBD,Home,Wisconsin,Williams Arena,W 3-0
1986,1986 Volleyball,11/01/1986,TBD,Home,Northwestern,Williams Arena,W 3-1
1986,1986 Volleyball,11/14/1986,TBD,Home,Michigan,Williams Arena,W 3-1
1986,1986 Volleyball,11/15/1986,TBD,Home,Michigan State,Williams Arena,W 3-1
1985,1985 Volleyball,09/21/1985,TBD,Home,Drake,Williams Arena,W 3-0
1985,1985 Volleyball,09/27/1985,TBD,Home,Purdue,Williams Arena,L 0-3
1985,1985 Volleyball,09/28/1985,TBD,Home,Illinois,Williams Arena,L 2-3
1985,1985 Volleyball,10/11/1985,TBD,Home,Ohio State,Williams Arena,L 0-3
1985,1985 Volleyball,10/12/1985,TBD,Home,Indiana,Williams Arena,W 3-2
1985,1985 Volleyball,10/17/1985,TBD,Home,NDSU,Williams Arena,W 3-0
1985,1985 Volleyball,11/01/1985,TBD,Home,Michigan,Williams Arena,W 3-0
1985,1985 Volleyball,11/02/1985,TBD,Home,Michigan State,Williams Arena,W 3-0
1985,1985 Volleyball,11/12/1985,TBD,Home,Wisconsin,Williams Arena,W 3-1
1985,1985 Volleyball,11/22/1985,TBD,Home,Iowa,Williams Arena,W 3-0
1985,1985 Volleyball,11/23/1985,TBD,Home,Northwestern,Williams Arena,L 2-3
1984,1984 Volleyball,09/22/1984,TBD,Home,Indiana,Williams Arena,L 1-3
1984,1984 Volleyball,09/24/1984,TBD,Home,NDSU,Williams Arena,L 1-3
1984,1984 Volleyball,10/06/1984,TBD,Home,Illinois,Williams Arena,W 3-2
1984,1984 Volleyball,10/12/1984,TBD,Home,Northwestern,Williams Arena,L 0-3
1984,1984 Volleyball,10/13/1984,TBD,Home,Iowa,Williams Arena,L 0-3
1984,1984 Volleyball,10/27/1984,TBD,Home,Wisconsin,Williams Arena,W 3-0
1984,1984 Volleyball,11/05/1984,TBD,Home,Drake,Williams Arena,L 2-3
1984,1984 Volleyball,11/10/1984,TBD,Home,Ohio State,Williams Arena,L 1-3
1983,1983 Volleyball,09/26/1983,TBD,Home,Iowa State,Williams Arena,W 3-2
1983,1983 Volleyball,10/07/1983,TBD,Home,Michigan State,Williams Arena,W 3-2
1983,1983 Volleyball,10/08/1983,TBD,Home,Michigan,Williams Arena,W 3-1
1983,1983 Volleyball,10/12/1983,TBD,Home,Drake,Williams Arena,W 3-0
1983,1983 Volleyball,10/19/1983,TBD,Home,NDSU,Williams Arena,W 3-0
1983,1983 Volleyball,10/21/1983,TBD,Home,Illinois,Williams Arena,W 3-1
1983,1983 Volleyball,10/22/1983,TBD,Home,Purdue,Williams Arena,L 1-3
1983,1983 Volleyball,10/28/1983,TBD,Home,Iowa,Williams Arena,L 1-3
1983,1983 Volleyball,10/29/1983,TBD,Home,Northwestern,Williams Arena,L 1-3
1983,1983 Volleyball,11/05/1983,TBD,Home,Wisconsin,Williams Arena,W 3-1
1982,1982 Volleyball,09/29/1982,TBD,Home,Drake,Williams Arena,W 3-0
1982,1982 Volleyball,10/01/1982,TBD,Home,Illinois,Williams Arena,W 3-1
1982,1982 Volleyball,10/02/1982,TBD,Home,Purdue,Williams Arena,L 2-3
1982,1982 Volleyball,10/06/1982,TBD,Home,Wisconsin,Williams Arena,W 3-1
1982,1982 Volleyball,10/15/1982,TBD,Home,Indiana,Williams Arena,W 3-0
1982,1982 Volleyball,10/21/1982,TBD,Home,Ohio State,Williams Arena,L 2-3
1982,1982 Volleyball,10/29/1982,TBD,Home,Northwestern,Williams Arena,L 0-3
1982,1982 Volleyball,11/03/1982,TBD,Home,Iowa,Williams Arena,W 3-1
1982,1982 Volleyball,11/06/1982,TBD,Home,Iowa State,Williams Arena,W 3-0
1982,1982 Volleyball,11/06/1982,TBD,Home,Kansas State,Williams Arena,W 3-1
1981,1981 Volleyball,10/06/1981,TBD,Home,St. Cloud State,Williams Arena,W 3-0
1981,1981 Volleyball,10/14/1981,TBD,Home,Iowa State,Williams Arena,W 3-1
1981,1981 Volleyball,10/17/1981,TBD,Home,Arizona,Williams Arena,L 1-3
1981,1981 Volleyball,10/18/1981,TBD,Home,North Texas State,Williams Arena,W 2-1
1981,1981 Volleyball,10/28/1981,TBD,Home,Drake,Williams Arena,W 3-0
1981,1981 Volleyball,10/31/1981,TBD,Home,Nebraska,Williams Arena,L 1-3
1981,1981 Volleyball,11/06/1981,TBD,Home,Wisconsin-Milwaukee,Williams Arena,W 2-0
1981,1981 Volleyball,11/06/1981,TBD,Home,Iowa,Williams Arena,W 2-0
1981,1981 Volleyball,11/07/1981,TBD,Home,NDSU,Williams Arena,W 2-0
1981,1981 Volleyball,11/07/1981,TBD,Home,NDSU,Williams Arena,W 2-0
1981,1981 Volleyball,11/07/1981,TBD,Home,Iowa,Williams Arena,W 3-0
1980,1980 Volleyball,09/30/1980,TBD,Home,St. Cloud State,Williams Arena,W 3-1
1980,1980 Volleyball,10/07/1980,TBD,Home,Iowa State,Williams Arena,W 3-0
1980,1980 Volleyball,10/10/1980,TBD,Home,Oklahoma,Williams Arena,W 3-0
1980,1980 Volleyball,10/11/1980,TBD,Home,Wisconsin,Williams Arena,W 2-1
1980,1980 Volleyball,10/11/1980,TBD,Home,Alabama,Williams Arena,W 3-0
1980,1980 Volleyball,10/16/1980,TBD,Home,Drake,Williams Arena,W 3-0
1980,1980 Volleyball,10/17/1980,TBD,Home,Chicago State,Williams Arena,W 2-0
1980,1980 Volleyball,10/17/1980,TBD,Home,Minnesota-Duluth,Williams Arena,W 2-1
1980,1980 Volleyball,10/17/1980,TBD,Home,Iowa State,Williams Arena,L 0-2
1980,1980 Volleyball,10/18/1980,TBD,Home,Kansas State,Williams Arena,W 2-1
1980,1980 Volleyball,10/18/1980,TBD,Home,Minnesota-Duluth,Williams Arena,W 2-1
1980,1980 Volleyball,10/18/1980,TBD,Home,SW Missouri State,Williams Arena,L 1-3
1980,1980 Volleyball,11/06/1980,TBD,Home,Iowa,Williams Arena,W 3-1
1980,1980 Volleyball,11/07/1980,TBD,Home,North Dakota,Williams Arena,W 2-0
1980,1980 Volleyball,11/07/1980,TBD,Home,Northern Iowa,Williams Arena,W 2-0
1980,1980 Volleyball,11/07/1980,TBD,Home,Marquette,Williams Arena,W 2-0
